file_name,freq_mean,freq_stdev_hz,freq_stdev_cent,int_mean,int_stdev,on/off
2_10_spa_aligned_spa0001.2,253.0,248.90158697766472,1185.9205474628652,71.5,0.7071067811865476,off
2_10_spa_aligned_spa0004.1,54.2,56.26899679219455,1232.732131527317,66.0,1.0,off
2_10_spa_aligned_spa0017.1,209.0,0,0,62.0,0,off
2_10_spa_aligned_spa0018.1,132.0,0,0,63.0,0,off
2_10_spa_aligned_spa0019.2,48.888888888888886,60.02800272465436,1386.7790311247288,63.22222222222222,1.986062547968831,off
2_10_spa_aligned_spa0020.1,130.0,49.042838417041075,554.151827771193,65.16666666666667,2.136976056643281,off
2_10_spa_aligned_spa0021.1,86.16666666666667,67.90409904171224,1006.0696350892814,65.83333333333333,2.3166067138525404,off
2_10_spa_aligned_spa0031.2,108.33333333333333,20.55075018906447,300.7162708237539,64.0,0.0,off
2_10_spa_aligned_spa0033.1,35.5,41.02438299353203,1329.7205794959825,64.75,0.9574271077563381,off
2_10_spa_aligned_spa0035.2,43.0,0.0,0.0,62.5,3.5355339059327378,off
2_10_spa_aligned_spa0040.1,94.8125,26.013377968524836,419.7363570276981,64.125,3.4809002666934696,off
2_10_spa_aligned_spa0052.2,140.5,78.91134265744057,771.6815742954934,63.75,3.2015621187164243,off
2_10_spa_aligned_spa0063.1,83.4,47.42526284118577,779.4262424318713,65.9,3.5103022978402048,off
2_10_spa_aligned_spa0068.1,35.75,41.33098111586513,1330.1180316327723,58.0,4.320493798938574,off
2_10_spa_aligned_spa0071.2,50.166666666666664,37.338338409087186,963.1637482068384,63.75,2.220769727328383,off
2_10_spa_aligned_spa0127.1,249.0,72.87523584867496,444.4270104009823,66.66666666666667,4.320493798938574,off
2_10_spa_aligned_spa0130.1,184.5,19.017535767461215,169.838749325011,63.25,5.737304826019502,off
2_10_spa_aligned_spa0131.2,198.0,15.340577998671801,129.18955952118185,65.25,2.5,off
2_10_spa_aligned_spa0164.1,43.0,0,0,57.0,0,off
