file_name,num_phrases
2_10_spa_aligned_spa0002,1
2_10_spa_aligned_spa0003,1
2_10_spa_aligned_spa0005,1
2_10_spa_aligned_spa0006,1
2_10_spa_aligned_spa0008,1
2_10_spa_aligned_spa0009,1
2_10_spa_aligned_spa0011,1
2_10_spa_aligned_spa0012,1
2_10_spa_aligned_spa0013,1
2_10_spa_aligned_spa0014,1
2_10_spa_aligned_spa0016,1
2_10_spa_aligned_spa0022,2
2_10_spa_aligned_spa0024,2
2_10_spa_aligned_spa0026,1
2_10_spa_aligned_spa0028,2
2_10_spa_aligned_spa0029,1
2_10_spa_aligned_spa0030,1
2_10_spa_aligned_spa0032,2
2_10_spa_aligned_spa0034,1
2_10_spa_aligned_spa0037,1
2_10_spa_aligned_spa0038,1
2_10_spa_aligned_spa0039,1
2_10_spa_aligned_spa0041,1
2_10_spa_aligned_spa0042,1
2_10_spa_aligned_spa0043,1
2_10_spa_aligned_spa0044,2
2_10_spa_aligned_spa0045,1
2_10_spa_aligned_spa0047,1
2_10_spa_aligned_spa0050,2
2_10_spa_aligned_spa0051,1
2_10_spa_aligned_spa0053,2
2_10_spa_aligned_spa0054,1
2_10_spa_aligned_spa0055,1
2_10_spa_aligned_spa0056,1
2_10_spa_aligned_spa0057,3
2_10_spa_aligned_spa0058,1
2_10_spa_aligned_spa0059,2
2_10_spa_aligned_spa0060,1
2_10_spa_aligned_spa0061,1
2_10_spa_aligned_spa0062,1
2_10_spa_aligned_spa0065,1
2_10_spa_aligned_spa0066,1
2_10_spa_aligned_spa0067,1
2_10_spa_aligned_spa0069,1
2_10_spa_aligned_spa0070,1
2_10_spa_aligned_spa0072,1
2_10_spa_aligned_spa0073,1
2_10_spa_aligned_spa0074,2
2_10_spa_aligned_spa0076,1
2_10_spa_aligned_spa0077,1
2_10_spa_aligned_spa0078,1
2_10_spa_aligned_spa0079,1
2_10_spa_aligned_spa0080,1
2_10_spa_aligned_spa0082,1
2_10_spa_aligned_spa0083,1
2_10_spa_aligned_spa0084,1
2_10_spa_aligned_spa0086,1
2_10_spa_aligned_spa0088,2
2_10_spa_aligned_spa0089,1
2_10_spa_aligned_spa0090,2
2_10_spa_aligned_spa0091,2
2_10_spa_aligned_spa0094,1
2_10_spa_aligned_spa0096,1
2_10_spa_aligned_spa0097,1
2_10_spa_aligned_spa0098,1
2_10_spa_aligned_spa0099,1
2_10_spa_aligned_spa0101,1
2_10_spa_aligned_spa0102,1
2_10_spa_aligned_spa0103,1
2_10_spa_aligned_spa0104,1
2_10_spa_aligned_spa0105,1
2_10_spa_aligned_spa0106,1
2_10_spa_aligned_spa0107,1
2_10_spa_aligned_spa0108,1
2_10_spa_aligned_spa0109,1
2_10_spa_aligned_spa0110,1
2_10_spa_aligned_spa0111,1
2_10_spa_aligned_spa0112,1
2_10_spa_aligned_spa0113,1
2_10_spa_aligned_spa0114,1
2_10_spa_aligned_spa0116,1
2_10_spa_aligned_spa0117,1
2_10_spa_aligned_spa0118,1
2_10_spa_aligned_spa0119,2
2_10_spa_aligned_spa0120,1
2_10_spa_aligned_spa0122,2
2_10_spa_aligned_spa0123,1
2_10_spa_aligned_spa0124,2
2_10_spa_aligned_spa0125,1
2_10_spa_aligned_spa0126,1
2_10_spa_aligned_spa0128,1
2_10_spa_aligned_spa0129,2
2_10_spa_aligned_spa0132,1
2_10_spa_aligned_spa0133,1
2_10_spa_aligned_spa0134,1
2_10_spa_aligned_spa0135,1
2_10_spa_aligned_spa0137,1
2_10_spa_aligned_spa0138,1
2_10_spa_aligned_spa0139,1
2_10_spa_aligned_spa0141,3
2_10_spa_aligned_spa0142,2
2_10_spa_aligned_spa0143,1
2_10_spa_aligned_spa0144,2
2_10_spa_aligned_spa0146,1
2_10_spa_aligned_spa0147,1
2_10_spa_aligned_spa0148,1
2_10_spa_aligned_spa0151,1
2_10_spa_aligned_spa0152,2
2_10_spa_aligned_spa0156,1
2_10_spa_aligned_spa0157,1
2_10_spa_aligned_spa0158,1
2_10_spa_aligned_spa0160,1
2_10_spa_aligned_spa0161,1
2_10_spa_aligned_spa0163,2
2_10_spa_aligned_spa0165,1
2_10_spa_aligned_spa0166,2
2_10_spa_aligned_spa0168,1
2_10_spa_aligned_spa0169,1
2_10_spa_aligned_spa0171,1
2_10_spa_aligned_spa0172,2
2_10_spa_aligned_spa0173,1
2_10_spa_aligned_spa0174,1
2_10_spa_aligned_spa0177,1
2_10_spa_aligned_spa0179,1
2_10_spa_aligned_spa0180,1
2_10_spa_aligned_spa0181,1
2_10_spa_aligned_spa0182,1
2_10_spa_aligned_spa0183,1
2_10_spa_aligned_spa0184,1
2_10_spa_aligned_spa0188,1
2_10_spa_aligned_spa0189,2
2_10_spa_aligned_spa0190,1
2_10_spa_aligned_spa0192,2
2_10_spa_aligned_spa0193,2
2_10_spa_aligned_spa0195,1
2_10_spa_aligned_spa0196,1
2_10_spa_aligned_spa0197,1
2_10_spa_aligned_spa0198,1
2_10_spa_aligned_spa0199,2
2_10_spa_aligned_spa0200,1
2_10_spa_aligned_spa0203,2
2_10_spa_aligned_spa0204,2
2_10_spa_aligned_spa0205,1
2_10_spa_aligned_spa0206,1
2_10_spa_aligned_spa0208,1
2_10_spa_aligned_spa0211,1
2_10_spa_aligned_spa0212,2
2_10_spa_aligned_spa0213,1
2_10_spa_aligned_spa0214,1
2_10_spa_aligned_spa0215,1
2_10_spa_aligned_spa0216,1
2_10_spa_aligned_spa0217,1
2_10_spa_aligned_spa0219,2
2_10_spa_aligned_spa0220,1
2_10_spa_aligned_spa0221,1
2_10_spa_aligned_spa0222,1
2_10_spa_aligned_spa0223,3
2_10_spa_aligned_spa0224,1
2_10_spa_aligned_spa0225,1
2_10_spa_aligned_spa0226,1
2_10_spa_aligned_spa0227,1
2_10_spa_aligned_spa0228,2
2_10_spa_aligned_spa0230,1
2_10_spa_aligned_spa0231,1
2_10_spa_aligned_spa0234,1
2_10_spa_aligned_spa0235,1
2_10_spa_aligned_spa0236,1
2_10_spa_aligned_spa0238,2
2_10_spa_aligned_spa0240,1
2_10_spa_aligned_spa0241,1
2_10_spa_aligned_spa0244,1
2_10_spa_aligned_spa0245,1
2_10_spa_aligned_spa0246,2
2_10_spa_aligned_spa0247,1
2_10_spa_aligned_spa0248,1
2_10_spa_aligned_spa0249,1
2_10_spa_aligned_spa0250,1
2_10_spa_aligned_spa0251,1
2_10_spa_aligned_spa0252,1
2_10_spa_aligned_spa0253,1
2_10_spa_aligned_spa0254,2
2_10_spa_aligned_spa0255,1
2_10_spa_aligned_spa0256,2
2_10_spa_aligned_spa0257,2
2_10_spa_aligned_spa0259,2
2_10_spa_aligned_spa0261,1
2_10_spa_aligned_spa0262,1
2_10_spa_aligned_spa0264,1
2_10_spa_aligned_spa0265,1
2_10_spa_aligned_spa0267,2
2_10_spa_aligned_spa0269,1
2_10_spa_aligned_spa0271,1
2_10_spa_aligned_spa0272,2
2_10_spa_aligned_spa0273,1
2_10_spa_aligned_spa0274,1
2_10_spa_aligned_spa0275,2
2_10_spa_aligned_spa0276,1
2_10_spa_aligned_spa0278,1
2_10_spa_aligned_spa0279,2
2_10_spa_aligned_spa0280,2
2_10_spa_aligned_spa0281,3
2_10_spa_aligned_spa0282,1
2_10_spa_aligned_spa0283,1
2_10_spa_aligned_spa0284,1
2_10_spa_aligned_spa0285,1
2_10_spa_aligned_spa0286,1
2_10_spa_aligned_spa0287,2
2_10_spa_aligned_spa0288,1
2_10_spa_aligned_spa0289,1
2_10_spa_aligned_spa0290,2
2_10_spa_aligned_spa0292,3
2_10_spa_aligned_spa0293,2
2_10_spa_aligned_spa0294,1
2_10_spa_aligned_spa0295,1
2_10_spa_aligned_spa0296,2
2_10_spa_aligned_spa0298,2
2_10_spa_aligned_spa0299,1
2_10_spa_aligned_spa0300,1
2_10_spa_aligned_spa0304,1
2_10_spa_aligned_spa0305,1
2_10_spa_aligned_spa0306,1
2_10_spa_aligned_spa0307,1
2_10_spa_aligned_spa0308,2
2_10_spa_aligned_spa0309,2
2_10_spa_aligned_spa0310,3
2_10_spa_aligned_spa0311,2
2_10_spa_aligned_spa0313,1
2_10_spa_aligned_spa0314,1
2_10_spa_aligned_spa0317,1
2_10_spa_aligned_spa0318,1
2_10_spa_aligned_spa0319,1
2_10_spa_aligned_spa0321,1
2_10_spa_aligned_spa0323,1
2_10_spa_aligned_spa0324,1
2_10_spa_aligned_spa0325,1
2_10_spa_aligned_spa0326,2
2_10_spa_aligned_spa0328,1
2_10_spa_aligned_spa0329,2
2_10_spa_aligned_spa0330,1
2_10_spa_aligned_spa0333,2
2_10_spa_aligned_spa0334,2
2_10_spa_aligned_spa0337,2
2_10_spa_aligned_spa0338,2
2_10_spa_aligned_spa0339,1
2_10_spa_aligned_spa0340,1
2_10_spa_aligned_spa0343,1
2_10_spa_aligned_spa0344,1
2_10_spa_aligned_spa0345,1
2_10_spa_aligned_spa0346,1
2_10_spa_aligned_spa0347,2
2_10_spa_aligned_spa0348,1
2_10_spa_aligned_spa0349,2
2_10_spa_aligned_spa0350,1
2_10_spa_aligned_spa0352,1
2_10_spa_aligned_spa0353,1
2_10_spa_aligned_spa0354,1
2_10_spa_aligned_spa0355,1
2_10_spa_aligned_spa0356,1
2_10_spa_aligned_spa0358,2
2_10_spa_aligned_spa0359,2
2_10_spa_aligned_spa0360,2
2_10_spa_aligned_spa0361,1
2_10_spa_aligned_spa0362,1
2_10_spa_aligned_spa0363,1
2_10_spa_aligned_spa0364,1
2_10_spa_aligned_spa0366,1
2_10_spa_aligned_spa0367,1
2_10_spa_aligned_spa0369,1
2_10_spa_aligned_spa0370,1
2_10_spa_aligned_spa0372,1
2_10_spa_aligned_spa0374,1
2_10_spa_aligned_spa0375,1
2_10_spa_aligned_spa0376,1
2_10_spa_aligned_spa0377,2
2_10_spa_aligned_spa0378,1
2_10_spa_aligned_spa0379,1
2_10_spa_aligned_spa0380,1
2_11_spa_aligned_spa0004,1
2_11_spa_aligned_spa0006,1
2_11_spa_aligned_spa0007,1
2_11_spa_aligned_spa0012,1
2_11_spa_aligned_spa0020,1
2_11_spa_aligned_spa0024,2
2_11_spa_aligned_spa0025,1
2_11_spa_aligned_spa0027,1
2_11_spa_aligned_spa0028,1
2_11_spa_aligned_spa0032,2
2_11_spa_aligned_spa0033,2
2_11_spa_aligned_spa0034,2
2_11_spa_aligned_spa0038,1
2_11_spa_aligned_spa0039,2
2_11_spa_aligned_spa0040,1
2_11_spa_aligned_spa0041,1
2_11_spa_aligned_spa0043,1
2_11_spa_aligned_spa0044,1
2_11_spa_aligned_spa0046,1
2_11_spa_aligned_spa0047,2
2_11_spa_aligned_spa0048,1
2_11_spa_aligned_spa0049,1
2_11_spa_aligned_spa0050,2
2_11_spa_aligned_spa0051,2
2_11_spa_aligned_spa0053,3
2_11_spa_aligned_spa0056,1
2_11_spa_aligned_spa0061,1
2_11_spa_aligned_spa0062,1
2_11_spa_aligned_spa0064,2
